368220670,2022-01-02T13:27:04,25.31887,-80.27765,0.0,360.0,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:39:21,25.31252,-80.25830,21.7,78.0,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:36:21,25.31463,-80.26683,7.9,117.4,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:42:06,25.31827,-80.23533,30.2,62.1,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:45:21,25.33542,-80.21330,30.2,35.7,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:52:55,25.39427,-80.18760,30.2,9.6,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:25:50,25.31886,-80.27765,0.0,360.0,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:58:16,25.43688,-80.17133,30.2,20.4,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:44:15,25.32974,-80.22054,29.8,67.7,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:47:31,25.35101,-80.20279,29.8,20.9,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:28:20,25.31922,-80.27729,3.5,69.4,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:29:49,25.31928,-80.27574,4.4,102.4,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T13:31:20,25.31866,-80.27414,2.7,130.5,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T14:07:35,25.51008,-80.14195,30.6,6.7,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
368220670,2022-01-02T14:00:01,25.45126,-80.16805,29.9,5.7,511.0,,IMO0000000,WDM5936,37,,21,6,,,B
