338149432,2022-01-01T00:02:47,33.60890,-117.89015,0.0,233.8,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:05:45,33.60889,-117.89014,0.0,227.0,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:08:46,33.60889,-117.89012,0.0,226.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:11:45,33.60889,-117.89014,0.0,230.6,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:17:45,33.60890,-117.89014,0.0,228.8,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:20:46,33.60890,-117.89014,0.0,232.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:26:46,33.60890,-117.89013,0.0,231.5,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:29:46,33.60893,-117.89012,0.0,237.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:32:49,33.60892,-117.89014,0.0,241.0,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:41:45,33.60890,-117.89014,0.0,243.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:50:47,33.60889,-117.89014,0.0,251.3,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:53:45,33.60888,-117.89015,0.0,250.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:59:45,33.60888,-117.89014,0.0,252.3,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:05:46,33.60888,-117.89014,0.0,235.5,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:08:48,33.60888,-117.89014,0.0,228.6,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:44:45,33.60890,-117.89014,0.0,244.2,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:23:46,33.60887,-117.89013,0.0,242.6,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:29:46,33.60889,-117.89016,0.0,249.4,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:17:48,33.60889,-117.89015,0.0,233.8,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T00:56:46,33.60888,-117.89014,0.0,252.4,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:32:45,33.60890,-117.89015,0.0,249.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:38:46,33.60889,-117.89015,0.0,260.4,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:41:46,33.60889,-117.89016,0.0,265.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:35:48,33.60890,-117.89014,0.0,254.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:53:48,33.60889,-117.89016,0.0,265.4,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:47:47,33.60887,-117.89010,0.0,272.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:50:45,33.60889,-117.89016,0.0,281.0,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:44:45,33.60891,-117.89017,0.0,263.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:59:47,33.60889,-117.89015,0.0,256.3,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:56:47,33.60889,-117.89015,0.0,255.0,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:02:46,33.60889,-117.89015,0.0,253.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:05:47,33.60890,-117.89016,0.0,255.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:17:45,33.60889,-117.89016,0.0,235.6,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:11:49,33.60889,-117.89015,0.0,246.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:20:46,33.60889,-117.89017,0.0,233.8,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:14:48,33.60889,-117.89017,0.0,237.8,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:29:46,33.60887,-117.89016,0.0,253.9,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:32:45,33.60885,-117.89015,0.0,270.8,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:23:45,33.60890,-117.89017,0.0,245.1,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:38:45,33.60888,-117.89017,0.0,285.8,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:41:46,33.60889,-117.89017,0.1,292.1,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:26:46,33.60887,-117.89017,0.0,250.5,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:35:46,33.60887,-117.89017,0.0,282.5,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:44:45,33.60889,-117.89016,0.0,288.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:47:45,33.60890,-117.89015,0.0,297.7,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T01:26:48,33.60889,-117.89015,0.0,242.2,511.0,MOBILLITY,,,37,,8,,,,B
338149432,2022-01-01T02:59:47,33.60888,-117.89014,0.0,294.0,511.0,MOBILLITY,,,37,,8,,,,B
