338251797,2022-01-01T20:33:39,26.12520,-80.10745,5.3,16.6,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:49:12,26.15595,-80.10526,6.8,11.9,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T19:54:08,26.10085,-80.11845,8.2,359.8,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:28:11,26.11596,-80.10883,7.0,0.0,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T19:58:40,26.10909,-80.12000,6.3,21.3,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:32:10,26.12285,-80.10840,6.9,18.8,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:36:39,26.13078,-80.10981,7.6,353.0,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T21:38:10,26.16526,-80.10391,1.3,157.2,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:29:39,26.11876,-80.10896,5.6,354.8,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:40:41,26.13869,-80.10815,6.9,14.2,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:54:08,26.16501,-80.10399,1.6,360.0,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:26:39,26.11283,-80.10923,6.8,11.4,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:47:12,26.15187,-80.10685,8.7,30.4,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T20:38:10,26.13401,-80.10900,6.9,19.3,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T21:24:19,26.16527,-80.10389,0.4,360.0,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T22:53:52,26.12881,-80.10935,5.9,139.9,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T22:58:25,26.12097,-80.10904,7.0,179.2,511.0,11:11,IMO0000000,,37,,15,5,,,B
338251797,2022-01-01T22:13:39,26.16529,-80.10392,0.3,360.0,511.0,11:11,IMO0000000,,37,,15,5,,,B
