368006950,2022-01-01T04:36:09,39.53765,-76.08953,0.0,360.0,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:37:22,39.53763,-76.08934,1.6,98.6,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:40:39,39.53741,-76.08495,3.8,62.8,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:54:41,39.53728,-76.08381,0.1,360.0,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:45:40,39.53784,-76.08322,0.7,218.4,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:38:39,39.53745,-76.08798,4.1,93.0,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:51:45,39.53718,-76.08398,0.5,274.7,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:48:22,39.53751,-76.08357,0.5,219.2,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:57:37,39.53757,-76.08335,0.6,35.7,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T04:59:07,39.53751,-76.08337,0.9,195.8,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:00:37,39.53719,-76.08349,0.6,199.2,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:12:17,39.53563,-76.08344,0.5,170.8,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:06:14,39.53644,-76.08362,0.4,173.6,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:08:59,39.53608,-76.08355,0.4,170.9,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:22:24,39.53750,-76.08669,4.3,274.7,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:23:54,39.53755,-76.08894,2.5,265.3,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:20:54,39.53695,-76.08443,4.6,306.7,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:27:25,39.53762,-76.08951,0.0,360.0,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:18:19,39.53477,-76.08325,1.2,101.6,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
368006950,2022-01-01T05:15:15,39.53521,-76.08337,0.5,174.3,511.0,MARINE 552,IMO0000000,,51,,10,4,,,B
