368128790,2022-01-01T00:04:51,39.03083,-73.30894,9.6,215.5,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T01:24:21,38.85815,-73.47309,9.7,218.6,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T01:23:20,38.86030,-73.47093,9.5,217.9,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:19:21,38.77569,-73.56455,5.1,224.6,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:32:51,38.76255,-73.58203,4.8,226.8,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:39:50,38.75594,-73.59130,5.0,226.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:37:20,38.75829,-73.58798,5.1,229.8,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:38:21,38.75736,-73.58931,4.8,229.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:44:20,38.75169,-73.59726,4.9,229.6,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:45:50,38.75026,-73.59923,4.9,227.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:42:51,38.75308,-73.59528,5.1,229.4,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T02:41:50,38.75402,-73.59395,5.0,228.1,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T03:09:21,38.72754,-73.62981,5.1,225.9,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T03:31:39,38.71089,-73.65230,5.1,226.9,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T03:29:39,38.71289,-73.64966,5.1,226.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T03:26:09,38.71636,-73.64502,4.9,227.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:11:10,38.67226,-73.70554,5.1,223.8,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:18:40,38.66486,-73.71509,5.1,227.8,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:14:40,38.66877,-73.70996,5.1,225.1,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:09:39,38.67376,-73.70359,5.1,228.9,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:16:09,38.66730,-73.71186,5.0,226.4,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:23:09,38.66046,-73.72072,4.5,225.4,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:17:39,38.66583,-73.71379,5.1,225.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:20:09,38.66337,-73.71700,5.0,223.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:13:10,38.67026,-73.70809,5.0,226.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:24:10,38.65953,-73.72193,4.8,226.2,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:30:39,38.65763,-73.72416,2.0,244.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:21:40,38.66189,-73.71889,4.8,225.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:25:40,38.65853,-73.72310,2.6,218.9,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:42:40,38.64595,-73.74107,5.2,250.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:49:10,38.64407,-73.75296,5.2,260.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:46:39,38.64462,-73.74840,5.2,259.5,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:48:09,38.64431,-73.75112,5.0,262.7,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:52:10,38.64328,-73.75839,5.2,261.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:57:10,38.64176,-73.76768,5.2,258.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T05:06:39,38.63817,-73.78452,5.1,250.1,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:53:40,38.64292,-73.76114,5.4,258.3,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T05:04:40,38.63918,-73.78110,5.1,250.9,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T04:59:40,38.64091,-73.77220,5.2,256.5,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T05:40:40,38.65462,-73.77092,4.9,43.7,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T05:43:09,38.65710,-73.76775,4.9,46.8,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T05:44:10,38.65805,-73.76650,3.8,41.6,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T06:20:39,38.62846,-73.79861,5.0,225.4,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
368128790,2022-01-01T06:23:39,38.62549,-73.80249,4.9,225.0,511.0,,IMO0000000,WDL4168,30,,0,0,,,B
