338398064,2022-01-03T22:11:39,32.72680,-117.20527,0.7,0.0,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:14:41,32.72682,-117.20527,0.7,0.0,62.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:17:40,32.72682,-117.20527,0.7,0.0,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:23:39,32.72680,-117.20527,0.7,0.0,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:29:40,32.72680,-117.20527,0.7,0.0,62.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:38:43,32.72683,-117.20530,0.7,158.4,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:47:35,32.72682,-117.20527,0.7,0.0,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:53:37,32.72677,-117.20523,0.7,221.2,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:44:36,32.72682,-117.20527,0.7,352.8,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:56:37,32.72677,-117.20525,0.7,0.0,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:50:35,32.72680,-117.20528,0.7,34.0,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:20:40,32.72680,-117.20525,0.7,0.0,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:35:42,32.72683,-117.20530,0.7,0.0,62.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:59:37,32.72677,-117.20525,0.7,212.3,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:26:40,32.72680,-117.20527,0.7,0.0,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:08:38,32.72678,-117.20527,0.7,0.0,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:32:41,32.72687,-117.20530,0.7,0.0,62.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:41:45,32.72685,-117.20530,0.7,0.0,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:53:48,32.72685,-117.20528,0.7,265.3,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:35:34,32.72685,-117.20523,0.7,0.0,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:38:34,32.72683,-117.20525,0.7,0.0,64.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T21:41:35,32.72682,-117.20527,0.7,281.4,65.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:05:38,32.72677,-117.20528,0.7,94.4,63.0,,IMO0000000,,37,,0,0,,,B
338398064,2022-01-03T22:44:46,32.72683,-117.20530,0.7,0.0,64.0,,IMO0000000,,37,,0,0,,,B
