338409314,2022-01-03T19:45:40,27.74350,-82.73822,34.9,116.4,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:48:48,27.71566,-82.72571,37.4,185.8,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:03:12,27.74163,-82.73478,4.3,14.5,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:05:16,27.74539,-82.74366,3.9,284.8,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:10:31,27.74565,-82.74966,1.1,201.7,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:20:55,27.74562,-82.74969,0.0,360.0,511.0,MARINE 23,,,51,8,9,3,0.0,51,A
338409314,2022-01-03T19:43:36,27.74562,-82.74971,0.0,360.0,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:22:04,27.74562,-82.74969,0.0,360.0,511.0,MARINE 23,,,51,8,9,3,0.0,51,A
338409314,2022-01-03T19:44:38,27.74627,-82.74684,24.9,90.6,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:46:44,27.73574,-82.73082,35.9,157.7,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:58:06,27.70997,-82.72514,4.3,348.3,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:50:53,27.69851,-82.72760,38.9,213.5,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:31:55,27.74563,-82.74970,0.0,360.0,511.0,MARINE 23,,,51,5,9,3,0.0,51,A
338409314,2022-01-03T19:52:56,27.68185,-82.73317,24.0,24.8,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:53:58,27.68934,-82.73189,30.7,12.2,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:28:53,27.74563,-82.74970,0.0,360.0,511.0,MARINE 23,,,51,5,9,3,0.0,51,A
338409314,2022-01-03T19:57:04,27.70869,-82.72483,4.5,348.7,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:56:02,27.70685,-82.72456,21.2,355.9,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:02:10,27.73753,-82.73169,31.0,340.1,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:41:15,27.74563,-82.74970,0.0,360.0,511.0,MARINE 23,,,51,5,9,3,0.0,51,A
338409314,2022-01-03T19:47:46,27.72604,-82.72623,37.6,154.2,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:59:12,27.71369,-82.72566,30.2,359.7,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:49:50,27.70866,-82.72498,24.0,171.9,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:00:00,27.72023,-82.72425,30.3,4.7,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:01:08,27.72962,-82.72773,32.0,338.6,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:07:20,27.74625,-82.74625,4.3,289.7,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:09:30,27.74597,-82.74916,3.8,260.2,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:06:18,27.74580,-82.74500,4.4,291.9,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:08:23,27.74627,-82.74777,4.5,257.0,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:23:14,27.74562,-82.74969,0.0,360.0,511.0,MARINE 23,,,51,5,9,3,0.0,51,A
338409314,2022-01-03T19:25:54,27.74562,-82.74970,0.0,360.0,511.0,MARINE 23,,,51,5,9,3,0.0,51,A
338409314,2022-01-03T19:51:54,27.68827,-82.73184,35.0,193.5,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T19:55:00,27.69797,-82.72709,37.6,37.0,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-03T20:04:14,27.74284,-82.73652,30.0,299.2,511.0,MARINE 23,,,51,0,9,3,0.0,51,A
338409314,2022-01-04T18:55:27,27.74562,-82.74970,0.0,360.0,511.0,MARINE 23,,,51,5,9,3,0.0,51,A
338409314,2022-01-04T18:58:28,27.74561,-82.74969,0.0,360.0,511.0,MARINE 23,,,51,5,9,3,0.0,51,A
