368219910,2022-01-01T00:03:43,28.41357,-80.62154,0.0,142.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:06:41,28.41357,-80.62152,0.0,16.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:09:41,28.41358,-80.62153,0.0,111.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:12:41,28.41359,-80.62154,0.0,111.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:15:42,28.41358,-80.62152,0.0,24.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:18:42,28.41360,-80.62153,0.0,121.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:21:42,28.41359,-80.62154,0.0,109.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:24:41,28.41357,-80.62153,0.0,146.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:33:42,28.41356,-80.62153,0.0,154.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:36:39,28.41357,-80.62152,0.0,154.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:27:42,28.41357,-80.62152,0.0,145.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:42:41,28.41358,-80.62152,0.0,162.1,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:39:42,28.41358,-80.62153,0.0,154.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:45:41,28.41358,-80.62154,0.0,162.6,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:48:41,28.41358,-80.62152,0.0,162.6,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:55:18,28.41358,-80.62152,0.0,344.7,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:51:42,28.41360,-80.62154,0.0,162.6,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T00:58:22,28.41358,-80.62153,0.0,349.6,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:04:21,28.41358,-80.62152,0.0,7.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:07:22,28.41359,-80.62152,0.0,7.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:10:20,28.41358,-80.62152,0.0,7.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:13:20,28.41358,-80.62153,0.0,7.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:16:20,28.41358,-80.62152,0.0,7.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:19:22,28.41358,-80.62152,0.0,7.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:22:21,28.41358,-80.62153,0.0,7.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:25:21,28.41358,-80.62152,0.0,43.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:31:21,28.41358,-80.62154,0.0,31.3,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:34:20,28.41358,-80.62153,0.0,31.3,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:37:20,28.41357,-80.62151,0.0,19.6,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:40:21,28.41355,-80.62152,0.0,39.3,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:49:20,28.41358,-80.62153,0.0,2.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:43:20,28.41359,-80.62153,0.0,2.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:46:21,28.41358,-80.62152,0.0,2.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:52:20,28.41358,-80.62152,0.0,2.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:01:22,28.41356,-80.62153,0.0,2.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:58:22,28.41357,-80.62153,0.0,2.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:10:20,28.41359,-80.62154,0.0,308.6,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:13:21,28.41357,-80.62153,0.0,282.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:04:22,28.41356,-80.62154,0.0,334.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:07:20,28.41357,-80.62152,0.0,320.1,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:19:02,28.41358,-80.62155,0.0,112.3,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:31:05,28.41359,-80.62153,1.6,120.3,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:22:04,28.41358,-80.62154,0.0,109.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:25:03,28.41358,-80.62152,0.0,122.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:40:05,28.41358,-80.62153,0.0,267.7,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:37:03,28.41358,-80.62152,0.0,121.6,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:34:03,28.41357,-80.62151,0.0,120.3,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:49:04,28.41358,-80.62153,0.0,281.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:52:03,28.41358,-80.62152,0.0,281.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:46:05,28.41358,-80.62152,0.0,312.1,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:55:05,28.41358,-80.62153,0.0,281.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T02:58:05,28.41359,-80.62154,0.0,208.4,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:04:04,28.41358,-80.62152,0.0,208.4,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:07:04,28.41358,-80.62151,0.0,208.4,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:28:20,28.41357,-80.62150,0.0,44.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:16:03,28.41359,-80.62152,0.0,179.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:22:03,28.41359,-80.62152,0.0,179.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:19:04,28.41358,-80.62153,0.0,179.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:28:05,28.41360,-80.62154,0.0,270.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:31:05,28.41359,-80.62153,0.0,270.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:34:03,28.41359,-80.62153,0.0,270.2,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:46:04,28.41358,-80.62153,0.0,261.7,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:25:03,28.41358,-80.62152,0.0,179.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:43:04,28.41358,-80.62151,0.0,298.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:57:13,28.41358,-80.62152,0.0,165.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T01:55:21,28.41358,-80.62153,0.0,2.0,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:40:05,28.41358,-80.62150,0.0,298.8,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:51:11,28.41361,-80.62153,0.0,165.5,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
368219910,2022-01-01T03:48:14,28.41361,-80.62155,2.1,146.9,128.0,MARMAC 302,IMO0000000,WDM5858,99,,90,30,,,B
