219356000,2022-01-01T01:50:48,45.15738,-66.11847,0.0,281.0,37.0,,,,,1,,,,,A
219356000,2022-01-01T02:35:49,45.15728,-66.11838,0.1,144.0,35.0,,,,,1,,,,,A
219356000,2022-01-04T18:00:17,44.85662,-66.24022,12.0,190.0,190.0,,,,,0,,,,,A
219356000,2022-01-04T22:22:14,44.14485,-66.90007,11.5,179.0,179.0,,,,,0,,,,,A
219356000,2022-01-04T22:14:34,44.16943,-66.90028,11.4,180.0,178.0,,,,,0,,,,,A
219356000,2022-01-04T22:34:44,44.10528,-66.89585,11.3,173.0,173.0,,,,,0,,,,,A
219356000,2022-01-04T22:36:03,44.10117,-66.89515,11.3,172.0,173.0,,,,,0,,,,,A
219356000,2022-01-04T22:38:55,44.09227,-66.89362,11.3,173.0,173.0,,,,,0,,,,,A
219356000,2022-01-04T22:32:04,44.11365,-66.89722,11.3,173.0,173.0,,,,,0,,,,,A
219356000,2022-01-04T22:48:05,44.06382,-66.88852,11.3,172.0,173.0,,,,,0,,,,,A
219356000,2022-01-04T22:45:23,44.07218,-66.89003,11.2,173.0,173.0,,,,,0,,,,,A
219356000,2022-01-04T22:27:14,44.12888,-66.89965,11.4,177.0,174.0,,,,,0,,,,,A
219356000,2022-01-04T21:27:33,44.30475,-66.82587,12.9,233.0,234.0,,,,,0,,,,,A
219356000,2022-01-04T21:43:54,44.26662,-66.88443,11.3,195.0,185.0,,,,,0,,,,,A
219356000,2022-01-04T22:12:34,44.17577,-66.90022,11.3,180.0,178.0,,,,,0,,,,,A
219356000,2022-01-04T22:28:54,44.12363,-66.89887,11.4,173.0,173.0,,,,,0,,,,,A
219356000,2022-01-04T22:37:13,44.09752,-66.89450,11.3,173.0,173.0,,,,,0,,,,,A
219356000,2022-01-05T00:11:55,43.81632,-66.83297,10.1,172.0,178.0,,,,,0,,,,,A
219356000,2022-01-05T00:16:14,43.80427,-66.83058,10.2,172.0,179.0,,,,,0,,,,,A
219356000,2022-01-05T00:21:43,43.78887,-66.82802,10.3,172.0,178.0,,,,,0,,,,,A
219356000,2022-01-05T00:30:33,43.76362,-66.82418,10.3,174.0,179.0,,,,,0,,,,,A
219356000,2022-01-05T00:40:04,43.73643,-66.82142,10.2,176.0,178.0,,,,,0,,,,,A
219356000,2022-01-05T00:38:04,43.74213,-66.82192,10.3,176.0,178.0,,,,,0,,,,,A
219356000,2022-01-05T00:54:15,43.69637,-66.81875,10.0,177.0,178.0,,,,,0,,,,,A
219356000,2022-01-05T00:56:53,43.68903,-66.81835,9.8,178.0,178.0,,,,,0,,,,,A
219356000,2022-01-05T01:02:43,43.67338,-66.81737,9.7,176.0,178.0,,,,,0,,,,,A
219356000,2022-01-05T01:25:13,43.61630,-66.81068,8.9,175.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T01:28:05,43.60922,-66.80982,8.8,175.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T01:39:13,43.58173,-66.80538,9.0,172.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T01:51:24,43.55047,-66.79985,9.5,174.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T01:43:35,43.57068,-66.80325,9.3,171.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T01:56:24,43.53720,-66.79837,9.6,176.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T01:53:05,43.54605,-66.79927,9.6,175.0,177.0,,,,,0,,,,,A
219356000,2022-01-05T01:54:24,43.54250,-66.79888,9.5,175.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T02:09:23,43.50350,-66.79653,9.2,183.0,183.0,,,,,0,,,,,A
219356000,2022-01-05T02:03:24,43.51890,-66.79643,9.3,175.0,176.0,,,,,0,,,,,A
219356000,2022-01-05T02:10:34,43.50050,-66.79678,9.2,183.0,183.0,,,,,0,,,,,A
219356000,2022-01-05T02:06:14,43.51157,-66.79588,9.2,181.0,183.0,,,,,0,,,,,A
219356000,2022-01-05T02:18:13,43.48073,-66.79855,9.5,184.0,181.0,,,,,0,,,,,A
219356000,2022-01-05T02:08:14,43.50648,-66.79630,9.2,182.0,183.0,,,,,0,,,,,A
219356000,2022-01-05T02:14:44,43.48977,-66.79763,9.3,182.0,183.0,,,,,0,,,,,A
219356000,2022-01-05T02:32:54,43.44317,-66.79312,9.3,172.0,173.0,,,,,0,,,,,A
219356000,2022-01-05T02:53:45,43.38983,-66.78393,9.3,171.0,173.0,,,,,0,,,,,A
219356000,2022-01-05T02:16:13,43.48597,-66.79798,9.4,183.0,183.0,,,,,0,,,,,A
219356000,2022-01-05T05:51:53,42.92632,-66.70652,9.8,170.0,174.0,,,,,0,,,,,A
