368062150,2022-01-03T13:19:34,29.74045,-95.20468,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:21:55,29.74045,-95.20459,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:46:25,29.74054,-95.20458,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:47:34,29.74051,-95.20461,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:53:14,29.74051,-95.20460,0.0,210.0,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T14:01:15,29.74044,-95.20465,0.0,300.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T14:02:25,29.74043,-95.20463,0.0,296.7,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:26:36,29.74044,-95.20458,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T14:04:45,29.74044,-95.20465,0.0,292.7,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:23:05,29.74046,-95.20462,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:20:45,29.74044,-95.20462,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:37:15,29.74050,-95.20460,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:30:04,29.74051,-95.20458,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:39:25,29.74053,-95.20457,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:31:16,29.74050,-95.20462,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:42:55,29.74051,-95.20461,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:45:15,29.74052,-95.20460,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:28:56,29.74046,-95.20460,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T14:37:04,29.74072,-95.20493,0.0,259.1,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:33:36,29.74050,-95.20463,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:49:55,29.74051,-95.20458,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:40:36,29.74049,-95.20460,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:34:46,29.74055,-95.20457,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
368062150,2022-01-03T13:38:16,29.74049,-95.20458,0.0,61.2,511.0,2502,,WDF3348,31,12,9,6,2.0,31,A
