338354096,2022-01-02T12:17:47,28.62506,-80.80406,0.2,360.0,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:20:46,28.62503,-80.80405,0.4,171.5,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:27:50,28.62502,-80.80077,4.7,131.4,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:36:50,28.61250,-80.79462,6.4,174.8,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:35:21,28.61495,-80.79488,5.8,171.7,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:26:19,28.62538,-80.80264,3.3,83.2,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:29:21,28.62332,-80.79938,5.2,147.2,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:30:50,28.62145,-80.79808,5.3,154.3,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:54:19,28.58145,-80.78557,6.7,159.0,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:37:51,28.61067,-80.79434,6.3,173.5,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:39:19,28.60807,-80.79403,6.5,169.0,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:59:19,28.57268,-80.78167,6.8,159.4,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T13:03:19,28.56563,-80.77872,6.6,160.0,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:49:51,28.58927,-80.78887,6.7,159.8,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T13:11:18,28.55162,-80.77263,6.8,155.6,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T13:12:49,28.54897,-80.77145,6.8,157.9,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:41:20,28.60443,-80.79335,6.6,170.7,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:33:50,28.61733,-80.79548,5.7,161.7,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:32:21,28.61951,-80.79681,5.9,143.2,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:42:51,28.60170,-80.79258,6.7,163.0,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:45:51,28.59636,-80.79119,6.7,166.1,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T12:47:19,28.59377,-80.79044,6.6,166.0,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
338354096,2022-01-02T13:22:18,28.53163,-80.76614,6.8,173.1,511.0,MINOR DETAIL;S,IMO0000000,,36,,14,2,,,B
